Front,Back,Level,Topic,Tags
Partizip II як прикметник?,"<div class=""rule""><b>Partizip II як прикметник</b><br>Partizip II як прикметник.</div><div class=""example""><b>Приклад:</b><br>Die <b>geschlossene</b> Tür ist blau.</div>",B1–B2,M17 01 B2 Structures,grammar b2 structures B1 B2
Практика 6: складіть речення за правилом «Partizip II як прикметник».,"<div class=""rule""><b>Модель</b><br>Partizip II як прикметник.</div><div class=""example""><b>Правильно:</b><br>Die <b>geschlossene</b> Tür ist blau.</div>",B1–B2,M17 01 B2 Structures,grammar b2 structures retrieval
sein + zu + Infinitiv?,"<div class=""rule""><b>sein + zu + Infinitiv</b><br>sein + zu + Infinitiv.</div><div class=""example""><b>Приклад:</b><br>Das Problem <b>ist zu lösen</b>.</div>",B2,M17 01 B2 Structures,grammar b2 structures B2
Практика 7: складіть речення за правилом «sein + zu + Infinitiv».,"<div class=""rule""><b>Модель</b><br>sein + zu + Infinitiv.</div><div class=""example""><b>Правильно:</b><br>Das Problem <b>ist zu lösen</b>.</div>",B2,M17 01 B2 Structures,grammar b2 structures retrieval
haben + zu + Infinitiv?,"<div class=""rule""><b>haben + zu + Infinitiv</b><br>haben + zu + Infinitiv.</div><div class=""example""><b>Приклад:</b><br>Ich <b>habe viel zu erledigen</b>.</div>",B2,M17 01 B2 Structures,grammar b2 structures B2
Практика 8: складіть речення за правилом «haben + zu + Infinitiv».,"<div class=""rule""><b>Модель</b><br>haben + zu + Infinitiv.</div><div class=""example""><b>Правильно:</b><br>Ich <b>habe viel zu erledigen</b>.</div>",B2,M17 01 B2 Structures,grammar b2 structures retrieval
sich lassen + Infinitiv?,"<div class=""rule""><b>sich lassen + Infinitiv</b><br>sich lassen + Infinitiv.</div><div class=""example""><b>Приклад:</b><br>Das <b>lässt sich leicht erklären</b>.</div>",B2,M17 01 B2 Structures,grammar b2 structures B2
Практика 9: складіть речення за правилом «sich lassen + Infinitiv».,"<div class=""rule""><b>Модель</b><br>sich lassen + Infinitiv.</div><div class=""example""><b>Правильно:</b><br>Das <b>lässt sich leicht erklären</b>.</div>",B2,M17 01 B2 Structures,grammar b2 structures retrieval
"dadurch, dass?","<div class=""rule""><b>dadurch, dass</b><br>dadurch, dass.</div><div class=""example""><b>Приклад:</b><br>Er spart Geld <b>dadurch, dass er selbst kocht</b>.</div>",B2,M17 01 B2 Structures,grammar b2 structures B2
"Практика 10: складіть речення за правилом «dadurch, dass».","<div class=""rule""><b>Модель</b><br>dadurch, dass.</div><div class=""example""><b>Правильно:</b><br>Er spart Geld <b>dadurch, dass er selbst kocht</b>.</div>",B2,M17 01 B2 Structures,grammar b2 structures retrieval
ohne dass / anstatt dass?,"<div class=""rule""><b>ohne dass / anstatt dass</b><br>ohne dass / anstatt dass.</div><div class=""example""><b>Приклад:</b><br>Er ging, <b>ohne dass er sich verabschiedete</b>.</div>",B2,M17 01 B2 Structures,grammar b2 structures B2
Практика 11: складіть речення за правилом «ohne dass / anstatt dass».,"<div class=""rule""><b>Модель</b><br>ohne dass / anstatt dass.</div><div class=""example""><b>Правильно:</b><br>Er ging, <b>ohne dass er sich verabschiedete</b>.</div>",B2,M17 01 B2 Structures,grammar b2 structures retrieval
sofern / insofern?,"<div class=""rule""><b>sofern / insofern</b><br>sofern / insofern.</div><div class=""example""><b>Приклад:</b><br><b>Sofern</b> nichts dazwischenkommt, bin ich dabei.</div>",B2,M17 01 B2 Structures,grammar b2 structures B2
Практика 12: складіть речення за правилом «sofern / insofern».,"<div class=""rule""><b>Модель</b><br>sofern / insofern.</div><div class=""example""><b>Правильно:</b><br><b>Sofern</b> nichts dazwischenkommt, bin ich dabei.</div>",B2,M17 01 B2 Structures,grammar b2 structures retrieval
