Front,Back,Level,Topic,Tags
Immer?,"<div class=""rule""><b>Immer</b><br>Immer зазвичай стоїть у середині речення перед місцем або присудковою частиною.</div><div class=""example""><b>Приклад:</b><br>Er kommt <b>immer pünktlich</b> zur Arbeit.</div>",A2,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld A2
Практика 6: складіть речення за правилом «Immer».,"<div class=""rule""><b>Модель</b><br>Immer зазвичай стоїть у середині речення перед місцем або присудковою частиною.</div><div class=""example""><b>Правильно:</b><br>Er kommt <b>immer pünktlich</b> zur Arbeit.</div>",A2,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld retrieval
Два іменникові додатки?,"<div class=""rule""><b>Два іменникові додатки</b><br>Зазвичай Dativ стоїть перед Akkusativ.</div><div class=""example""><b>Приклад:</b><br>Ich gebe <b>dem Kind den Ball</b>.</div>",A2,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld A2
Практика 7: складіть речення за правилом «Два іменникові додатки».,"<div class=""rule""><b>Модель</b><br>Зазвичай Dativ стоїть перед Akkusativ.</div><div class=""example""><b>Правильно:</b><br>Ich gebe <b>dem Kind den Ball</b>.</div>",A2,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld retrieval
Займенник та іменник?,"<div class=""rule""><b>Займенник та іменник</b><br>Займенниковий додаток зазвичай стоїть перед іменниковим.</div><div class=""example""><b>Приклад:</b><br>Ich gebe <b>ihm das Buch</b>. / Ich gebe <b>es dem Mann</b>.</div>",A2–B1,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld A2 B1
Практика 8: складіть речення за правилом «Займенник та іменник».,"<div class=""rule""><b>Модель</b><br>Займенниковий додаток зазвичай стоїть перед іменниковим.</div><div class=""example""><b>Правильно:</b><br>Ich gebe <b>ihm das Buch</b>. / Ich gebe <b>es dem Mann</b>.</div>",A2–B1,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld retrieval
Два займенники?,"<div class=""rule""><b>Два займенники</b><br>Akkusativ-займенник зазвичай стоїть перед Dativ-займенником.</div><div class=""example""><b>Приклад:</b><br>Ich gebe <b>es ihm</b>.</div>",A2–B1,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld A2 B1
Практика 9: складіть речення за правилом «Два займенники».,"<div class=""rule""><b>Модель</b><br>Akkusativ-займенник зазвичай стоїть перед Dativ-займенником.</div><div class=""example""><b>Правильно:</b><br>Ich gebe <b>es ihm</b>.</div>",A2–B1,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld retrieval
TeKaMoLo?,"<div class=""rule""><b>TeKaMoLo</b><br>Нейтральний порядок: час — причина — спосіб — місце.</div><div class=""example""><b>Приклад:</b><br>Wir fahren <b>morgen wegen des Streiks mit dem Bus nach Berlin</b>.</div>",B1,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld B1
Практика 10: складіть речення за правилом «TeKaMoLo».,"<div class=""rule""><b>Модель</b><br>Нейтральний порядок: час — причина — спосіб — місце.</div><div class=""example""><b>Правильно:</b><br>Wir fahren <b>morgen wegen des Streiks mit dem Bus nach Berlin</b>.</div>",B1,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld retrieval
TeKaMoLo не абсолютний?,"<div class=""rule""><b>TeKaMoLo не абсолютний</b><br>Відоме, коротке або наголошене може змінити нейтральний порядок.</div><div class=""example""><b>Приклад:</b><br>Ich fahre <b>mit dem Zug morgen</b> — можливе при наголосі на morgen.</div>",B1–B2,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld B1 B2
Практика 11: складіть речення за правилом «TeKaMoLo не абсолютний».,"<div class=""rule""><b>Модель</b><br>Відоме, коротке або наголошене може змінити нейтральний порядок.</div><div class=""example""><b>Правильно:</b><br>Ich fahre <b>mit dem Zug morgen</b> — можливе при наголосі на morgen.</div>",B1–B2,M03 03 Mittelfeld & Objects,grammar word-order mittelfeld retrieval
