Front,Back,Level,Topic,Tags
Практика 6: складіть речення за правилом «außerdem».,"<div class=""rule""><b>Модель</b><br>Додає аргумент; після нього інверсія.</div><div class=""example""><b>Правильно:</b><br>Der Kurs ist günstig. <b>Außerdem beginnt er</b> bald.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
sonst?,"<div class=""rule""><b>sonst</b><br>Означає інакше; після нього інверсія.</div><div class=""example""><b>Приклад:</b><br>Beeil dich, <b>sonst verpasst du</b> den Bus.</div>",A2–B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors A2 B1
Практика 7: складіть речення за правилом «sonst».,"<div class=""rule""><b>Модель</b><br>Означає інакше; після нього інверсія.</div><div class=""example""><b>Правильно:</b><br>Beeil dich, <b>sonst verpasst du</b> den Bus.</div>",A2–B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
dann / danach / vorher / anschließend?,"<div class=""rule""><b>dann / danach / vorher / anschließend</b><br>Часові конектори займають позицію 1.</div><div class=""example""><b>Приклад:</b><br>Wir essen. <b>Danach gehen wir</b> spazieren.</div>",A2,M04 02 Coordinating & Connectors,grammar conjunctions connectors A2
Практика 8: складіть речення за правилом «dann / danach / vorher / anschließend».,"<div class=""rule""><b>Модель</b><br>Часові конектори займають позицію 1.</div><div class=""example""><b>Правильно:</b><br>Wir essen. <b>Danach gehen wir</b> spazieren.</div>",A2,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
entweder ... oder?,"<div class=""rule""><b>entweder ... oder</b><br>Позначає вибір між двома можливостями.</div><div class=""example""><b>Приклад:</b><br>Wir fahren <b>entweder heute oder morgen</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors B1
Практика 9: складіть речення за правилом «entweder ... oder».,"<div class=""rule""><b>Модель</b><br>Позначає вибір між двома можливостями.</div><div class=""example""><b>Правильно:</b><br>Wir fahren <b>entweder heute oder morgen</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
weder ... noch?,"<div class=""rule""><b>weder ... noch</b><br>Заперечує обидві можливості без додаткового nicht.</div><div class=""example""><b>Приклад:</b><br>Er trinkt <b>weder Kaffee noch Tee</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors B1
Практика 10: складіть речення за правилом «weder ... noch».,"<div class=""rule""><b>Модель</b><br>Заперечує обидві можливості без додаткового nicht.</div><div class=""example""><b>Правильно:</b><br>Er trinkt <b>weder Kaffee noch Tee</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
sowohl ... als auch?,"<div class=""rule""><b>sowohl ... als auch</b><br>Додає дві рівноправні характеристики.</div><div class=""example""><b>Приклад:</b><br>Sie spricht <b>sowohl Deutsch als auch Englisch</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors B1
Практика 11: складіть речення за правилом «sowohl ... als auch».,"<div class=""rule""><b>Модель</b><br>Додає дві рівноправні характеристики.</div><div class=""example""><b>Правильно:</b><br>Sie spricht <b>sowohl Deutsch als auch Englisch</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
nicht nur ... sondern auch?,"<div class=""rule""><b>nicht nur ... sondern auch</b><br>Підсилено додає другий елемент.</div><div class=""example""><b>Приклад:</b><br>Er ist <b>nicht nur freundlich, sondern auch zuverlässig</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors B1
Практика 12: складіть речення за правилом «nicht nur ... sondern auch».,"<div class=""rule""><b>Модель</b><br>Підсилено додає другий елемент.</div><div class=""example""><b>Правильно:</b><br>Er ist <b>nicht nur freundlich, sondern auch zuverlässig</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
zwar ... aber?,"<div class=""rule""><b>zwar ... aber</b><br>Визнає факт і протиставляє обмеження.</div><div class=""example""><b>Приклад:</b><br>Der Weg ist <b>zwar lang, aber schön</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors B1
Практика 13: складіть речення за правилом «zwar ... aber».,"<div class=""rule""><b>Модель</b><br>Визнає факт і протиставляє обмеження.</div><div class=""example""><b>Правильно:</b><br>Der Weg ist <b>zwar lang, aber schön</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
einerseits ... andererseits?,"<div class=""rule""><b>einerseits ... andererseits</b><br>Структурує два протилежні аспекти.</div><div class=""example""><b>Приклад:</b><br><b>Einerseits</b> ist die Wohnung günstig, <b>andererseits</b> ist sie klein.</div>",B2,M04 02 Coordinating & Connectors,grammar conjunctions connectors B2
Практика 14: складіть речення за правилом «einerseits ... andererseits».,"<div class=""rule""><b>Модель</b><br>Структурує два протилежні аспекти.</div><div class=""example""><b>Правильно:</b><br><b>Einerseits</b> ist die Wohnung günstig, <b>andererseits</b> ist sie klein.</div>",B2,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
je ... desto / umso?,"<div class=""rule""><b>je ... desto / umso</b><br>Зі зміною однієї величини змінюється інша.</div><div class=""example""><b>Приклад:</b><br><b>Je mehr</b> du übst, <b>desto sicherer</b> wirst du.</div>",B1–B2,M04 02 Coordinating & Connectors,grammar conjunctions connectors B1 B2
Практика 15: складіть речення за правилом «je ... desto / umso».,"<div class=""rule""><b>Модель</b><br>Зі зміною однієї величини змінюється інша.</div><div class=""example""><b>Правильно:</b><br><b>Je mehr</b> du übst, <b>desto sicherer</b> wirst du.</div>",B1–B2,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
weil vs denn?,"<div class=""rule""><b>weil vs denn</b><br>Weil створює Nebensatz; denn поєднує два Hauptsätze.</div><div class=""example""><b>Приклад:</b><br>..., <b>weil ich müde bin</b>. / ..., <b>denn ich bin müde</b>.</div>",A2–B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors A2 B1
Практика 16: складіть речення за правилом «weil vs denn».,"<div class=""rule""><b>Модель</b><br>Weil створює Nebensatz; denn поєднує два Hauptsätze.</div><div class=""example""><b>Правильно:</b><br>..., <b>weil ich müde bin</b>. / ..., <b>denn ich bin müde</b>.</div>",A2–B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
obwohl vs trotzdem?,"<div class=""rule""><b>obwohl vs trotzdem</b><br>Obwohl вводить підрядну частину; trotzdem — самостійний Hauptsatz з інверсією.</div><div class=""example""><b>Приклад:</b><br><b>Obwohl es regnet</b>, gehen wir. Es regnet; <b>trotzdem gehen wir</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors B1
Практика 17: складіть речення за правилом «obwohl vs trotzdem».,"<div class=""rule""><b>Модель</b><br>Obwohl вводить підрядну частину; trotzdem — самостійний Hauptsatz з інверсією.</div><div class=""example""><b>Правильно:</b><br><b>Obwohl es regnet</b>, gehen wir. Es regnet; <b>trotzdem gehen wir</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
wenn vs als?,"<div class=""rule""><b>wenn vs als</b><br>Wenn — умова/повтор; als — одноразово в минулому.</div><div class=""example""><b>Приклад:</b><br><b>Wenn</b> ich Zeit habe ... / <b>Als</b> ich 18 war ...</div>",A2–B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors A2 B1
Практика 18: складіть речення за правилом «wenn vs als».,"<div class=""rule""><b>Модель</b><br>Wenn — умова/повтор; als — одноразово в минулому.</div><div class=""example""><b>Правильно:</b><br><b>Wenn</b> ich Zeit habe ... / <b>Als</b> ich 18 war ...</div>",A2–B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
wann vs wenn?,"<div class=""rule""><b>wann vs wenn</b><br>Wann — питальне слово; wenn — умова або часова підрядна частина.</div><div class=""example""><b>Приклад:</b><br>Weißt du, <b>wann</b> er kommt? / <b>Wenn</b> er kommt, essen wir.</div>",A2–B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors A2 B1
Практика 19: складіть речення за правилом «wann vs wenn».,"<div class=""rule""><b>Модель</b><br>Wann — питальне слово; wenn — умова або часова підрядна частина.</div><div class=""example""><b>Правильно:</b><br>Weißt du, <b>wann</b> er kommt? / <b>Wenn</b> er kommt, essen wir.</div>",A2–B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
dass vs das?,"<div class=""rule""><b>dass vs das</b><br>Dass — сполучник; das — артикль або займенник.</div><div class=""example""><b>Приклад:</b><br>Ich weiß, <b>dass das</b> stimmt.</div>",A2,M04 02 Coordinating & Connectors,grammar conjunctions connectors A2
Практика 20: складіть речення за правилом «dass vs das».,"<div class=""rule""><b>Модель</b><br>Dass — сполучник; das — артикль або займенник.</div><div class=""example""><b>Правильно:</b><br>Ich weiß, <b>dass das</b> stimmt.</div>",A2,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
damit vs um ... zu?,"<div class=""rule""><b>damit vs um ... zu</b><br>Um ... zu вживаємо за однакового підмета; damit допускає різні підмети.</div><div class=""example""><b>Приклад:</b><br>Ich lerne, <b>um zu bestehen</b>. Ich erkläre es, <b>damit du es verstehst</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors B1
Практика 21: складіть речення за правилом «damit vs um ... zu».,"<div class=""rule""><b>Модель</b><br>Um ... zu вживаємо за однакового підмета; damit допускає різні підмети.</div><div class=""example""><b>Правильно:</b><br>Ich lerne, <b>um zu bestehen</b>. Ich erkläre es, <b>damit du es verstehst</b>.</div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
sodass vs deshalb?,"<div class=""rule""><b>sodass vs deshalb</b><br>Sodass вводить Nebensatz; deshalb починає Hauptsatz з інверсією.</div><div class=""example""><b>Приклад:</b><br>Es war spät, <b>sodass wir gingen</b>. Es war spät; <b>deshalb gingen wir</b>.</div>",B1–B2,M04 02 Coordinating & Connectors,grammar conjunctions connectors B1 B2
Практика 22: складіть речення за правилом «sodass vs deshalb».,"<div class=""rule""><b>Модель</b><br>Sodass вводить Nebensatz; deshalb починає Hauptsatz з інверсією.</div><div class=""example""><b>Правильно:</b><br>Es war spät, <b>sodass wir gingen</b>. Es war spät; <b>deshalb gingen wir</b>.</div>",B1–B2,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
seit vs seitdem?,"<div class=""rule""><b>seit vs seitdem</b><br>Seit керує Dativ-іменником; seitdem вводить речення або вживається як прислівник.</div><div class=""example""><b>Приклад:</b><br><b>seit einem Jahr</b> / <b>seitdem ich hier wohne</b></div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors B1
Практика 23: складіть речення за правилом «seit vs seitdem».,"<div class=""rule""><b>Модель</b><br>Seit керує Dativ-іменником; seitdem вводить речення або вживається як прислівник.</div><div class=""example""><b>Правильно:</b><br><b>seit einem Jahr</b> / <b>seitdem ich hier wohne</b></div>",B1,M04 02 Coordinating & Connectors,grammar conjunctions connectors retrieval
