Front,Back,Level,Topic,Tags
Reported W-question?,"<div class=""rule""><b>Reported W-question</b><br>Питальне слово зберігається, дієслово стоїть у кінці.</div><div class=""example""><b>Приклад:</b><br>Er fragt, <b>wann der Zug komme</b>.</div>",B2,M12 01 Indirect Speech,grammar indirect speech B2
Практика 7: складіть речення за правилом «Reported W-question».,"<div class=""rule""><b>Модель</b><br>Питальне слово зберігається, дієслово стоїть у кінці.</div><div class=""example""><b>Правильно:</b><br>Er fragt, <b>wann der Zug komme</b>.</div>",B2,M12 01 Indirect Speech,grammar indirect speech retrieval
Reported yes/no question?,"<div class=""rule""><b>Reported yes/no question</b><br>Вводиться ob.</div><div class=""example""><b>Приклад:</b><br>Sie fragt, <b>ob er Zeit habe</b>.</div>",B2,M12 01 Indirect Speech,grammar indirect speech B2
Практика 8: складіть речення за правилом «Reported yes/no question».,"<div class=""rule""><b>Модель</b><br>Вводиться ob.</div><div class=""example""><b>Правильно:</b><br>Sie fragt, <b>ob er Zeit habe</b>.</div>",B2,M12 01 Indirect Speech,grammar indirect speech retrieval
Збіг з Indikativ?,"<div class=""rule""><b>Збіг з Indikativ</b><br>Якщо форма Konjunktiv I не відрізняється, висловлювання може бути неясним.</div><div class=""example""><b>Приклад:</b><br>Sie sagen, sie <b>haben</b> Zeit — форма збігається.</div>",B2,M12 01 Indirect Speech,grammar indirect speech B2
Практика 9: складіть речення за правилом «Збіг з Indikativ».,"<div class=""rule""><b>Модель</b><br>Якщо форма Konjunktiv I не відрізняється, висловлювання може бути неясним.</div><div class=""example""><b>Правильно:</b><br>Sie sagen, sie <b>haben</b> Zeit — форма збігається.</div>",B2,M12 01 Indirect Speech,grammar indirect speech retrieval
Konjunktiv II як заміна?,"<div class=""rule""><b>Konjunktiv II як заміна</b><br>За збігу форм уживають Konjunktiv II для чіткого дистанціювання.</div><div class=""example""><b>Приклад:</b><br>Sie sagen, sie <b>hätten</b> Zeit.</div>",B2,M12 01 Indirect Speech,grammar indirect speech B2
Практика 10: складіть речення за правилом «Konjunktiv II як заміна».,"<div class=""rule""><b>Модель</b><br>За збігу форм уживають Konjunktiv II для чіткого дистанціювання.</div><div class=""example""><b>Правильно:</b><br>Sie sagen, sie <b>hätten</b> Zeit.</div>",B2,M12 01 Indirect Speech,grammar indirect speech retrieval
Час у непрямій мові?,"<div class=""rule""><b>Час у непрямій мові</b><br>Часова форма передає часовий зв'язок без англійського backshift.</div><div class=""example""><b>Приклад:</b><br>Er sagt, er <b>habe gestern gearbeitet</b>.</div>",B2,M12 01 Indirect Speech,grammar indirect speech B2
Практика 11: складіть речення за правилом «Час у непрямій мові».,"<div class=""rule""><b>Модель</b><br>Часова форма передає часовий зв'язок без англійського backshift.</div><div class=""example""><b>Правильно:</b><br>Er sagt, er <b>habe gestern gearbeitet</b>.</div>",B2,M12 01 Indirect Speech,grammar indirect speech retrieval
Indikativ у побуті?,"<div class=""rule""><b>Indikativ у побуті</b><br>У неформальній мові після dass часто природний Indikativ.</div><div class=""example""><b>Приклад:</b><br>Er sagt, <b>dass er später kommt</b>.</div>",B1–B2,M12 01 Indirect Speech,grammar indirect speech B1 B2
Практика 12: складіть речення за правилом «Indikativ у побуті».,"<div class=""rule""><b>Модель</b><br>У неформальній мові після dass часто природний Indikativ.</div><div class=""example""><b>Правильно:</b><br>Er sagt, <b>dass er später kommt</b>.</div>",B1–B2,M12 01 Indirect Speech,grammar indirect speech retrieval
