Front,Back,Level,Topic,Tags
man як альтернатива?,"<div class=""rule""><b>man як альтернатива</b><br>Man + Aktiv часто природніше в розмові.</div><div class=""example""><b>Приклад:</b><br>Hier <b>spricht man Deutsch</b>.</div>",B1,M10 01 Passive,grammar passive B1
Практика 16: складіть речення за правилом «man як альтернатива».,"<div class=""rule""><b>Модель</b><br>Man + Aktiv часто природніше в розмові.</div><div class=""example""><b>Правильно:</b><br>Hier <b>spricht man Deutsch</b>.</div>",B1,M10 01 Passive,grammar passive retrieval
sich lassen як альтернатива?,"<div class=""rule""><b>sich lassen як альтернатива</b><br>Sich lassen + Infinitiv виражає можливість.</div><div class=""example""><b>Приклад:</b><br>Die Datei <b>lässt sich öffnen</b>.</div>",B2,M10 01 Passive,grammar passive B2
Практика 17: складіть речення за правилом «sich lassen як альтернатива».,"<div class=""rule""><b>Модель</b><br>Sich lassen + Infinitiv виражає можливість.</div><div class=""example""><b>Правильно:</b><br>Die Datei <b>lässt sich öffnen</b>.</div>",B2,M10 01 Passive,grammar passive retrieval
sein + zu як альтернатива?,"<div class=""rule""><b>sein + zu як альтернатива</b><br>Виражає можливість або необхідність.</div><div class=""example""><b>Приклад:</b><br>Die Aufgabe <b>ist leicht zu lösen</b>.</div>",B2,M10 01 Passive,grammar passive B2
Практика 18: складіть речення за правилом «sein + zu як альтернатива».,"<div class=""rule""><b>Модель</b><br>Виражає можливість або необхідність.</div><div class=""example""><b>Правильно:</b><br>Die Aufgabe <b>ist leicht zu lösen</b>.</div>",B2,M10 01 Passive,grammar passive retrieval
Passiv у Nebensatz?,"<div class=""rule""><b>Passiv у Nebensatz</b><br>Відмінювана частина стоїть у кінці.</div><div class=""example""><b>Приклад:</b><br>..., weil die Straße <b>gesperrt wurde</b>.</div>",B1,M10 01 Passive,grammar passive B1
Практика 19: складіть речення за правилом «Passiv у Nebensatz».,"<div class=""rule""><b>Модель</b><br>Відмінювана частина стоїть у кінці.</div><div class=""example""><b>Правильно:</b><br>..., weil die Straße <b>gesperrt wurde</b>.</div>",B1,M10 01 Passive,grammar passive retrieval
Неперехідні дієслова?,"<div class=""rule""><b>Неперехідні дієслова</b><br>Особовий Passiv утворюють насамперед від дій; haben/sein не пасивуються.</div><div class=""example""><b>Приклад:</b><br>Hier <b>wird viel gelacht</b>.</div>",B1–B2,M10 01 Passive,grammar passive B1 B2
Практика 20: складіть речення за правилом «Неперехідні дієслова».,"<div class=""rule""><b>Модель</b><br>Особовий Passiv утворюють насамперед від дій; haben/sein не пасивуються.</div><div class=""example""><b>Правильно:</b><br>Hier <b>wird viel gelacht</b>.</div>",B1–B2,M10 01 Passive,grammar passive retrieval
