Front,Back,Level,Topic,Tags
Практика 6: складіть речення за правилом «Partizip II відокремлюваного дієслова».,"<div class=""rule""><b>Модель</b><br>ge стоїть між префіксом та основою.</div><div class=""example""><b>Правильно:</b><br>einkaufen → <b>eingekauft</b></div>",A2,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
Невідокремлювані префікси?,"<div class=""rule""><b>Невідокремлювані префікси</b><br>Після be-, emp-, ent-, er-, ge-, miss-, ver-, zer- немає ge-.</div><div class=""example""><b>Приклад:</b><br>bezahlen → <b>bezahlt</b>; verstehen → <b>verstanden</b></div>",A2–B1,M05 02 Perfekt & Präteritum,grammar tenses past A2 B1
Практика 7: складіть речення за правилом «Невідокремлювані префікси».,"<div class=""rule""><b>Модель</b><br>Після be-, emp-, ent-, er-, ge-, miss-, ver-, zer- немає ge-.</div><div class=""example""><b>Правильно:</b><br>bezahlen → <b>bezahlt</b>; verstehen → <b>verstanden</b></div>",A2–B1,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
Дієслова на -ieren?,"<div class=""rule""><b>Дієслова на -ieren</b><br>У Partizip II не мають ge-.</div><div class=""example""><b>Приклад:</b><br>studieren → <b>studiert</b></div>",A2,M05 02 Perfekt & Präteritum,grammar tenses past A2
Практика 8: складіть речення за правилом «Дієслова на -ieren».,"<div class=""rule""><b>Модель</b><br>У Partizip II не мають ge-.</div><div class=""example""><b>Правильно:</b><br>studieren → <b>studiert</b></div>",A2,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
Perfekt: порядок слів?,"<div class=""rule""><b>Perfekt: порядок слів</b><br>Допоміжне дієслово на позиції 2, Partizip II в кінці.</div><div class=""example""><b>Приклад:</b><br>Sie <b>hat</b> gestern lange <b>gearbeitet</b>.</div>",A2,M05 02 Perfekt & Präteritum,grammar tenses past A2
Практика 9: складіть речення за правилом «Perfekt: порядок слів».,"<div class=""rule""><b>Модель</b><br>Допоміжне дієслово на позиції 2, Partizip II в кінці.</div><div class=""example""><b>Правильно:</b><br>Sie <b>hat</b> gestern lange <b>gearbeitet</b>.</div>",A2,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
Präteritum sein?,"<div class=""rule""><b>Präteritum sein</b><br>Форми war, warst, waren, wart, waren часто вживаються і в мовленні.</div><div class=""example""><b>Приклад:</b><br>Gestern <b>war</b> ich krank.</div>",A2,M05 02 Perfekt & Präteritum,grammar tenses past A2
Практика 10: складіть речення за правилом «Präteritum sein».,"<div class=""rule""><b>Модель</b><br>Форми war, warst, waren, wart, waren часто вживаються і в мовленні.</div><div class=""example""><b>Правильно:</b><br>Gestern <b>war</b> ich krank.</div>",A2,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
Präteritum haben?,"<div class=""rule""><b>Präteritum haben</b><br>Форми hatte, hattest, hatten, hattet, hatten.</div><div class=""example""><b>Приклад:</b><br>Wir <b>hatten</b> keine Zeit.</div>",A2,M05 02 Perfekt & Präteritum,grammar tenses past A2
Практика 11: складіть речення за правилом «Präteritum haben».,"<div class=""rule""><b>Модель</b><br>Форми hatte, hattest, hatten, hattet, hatten.</div><div class=""example""><b>Правильно:</b><br>Wir <b>hatten</b> keine Zeit.</div>",A2,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
Präteritum werden?,"<div class=""rule""><b>Präteritum werden</b><br>Основна форма wurde; не плутати з würde.</div><div class=""example""><b>Приклад:</b><br>Die Situation <b>wurde</b> besser.</div>",B1,M05 02 Perfekt & Präteritum,grammar tenses past B1
Практика 12: складіть речення за правилом «Präteritum werden».,"<div class=""rule""><b>Модель</b><br>Основна форма wurde; не плутати з würde.</div><div class=""example""><b>Правильно:</b><br>Die Situation <b>wurde</b> besser.</div>",B1,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
Präteritum модальних дієслів?,"<div class=""rule""><b>Präteritum модальних дієслів</b><br>Модальні часто вживаються в Präteritum без умлаута.</div><div class=""example""><b>Приклад:</b><br>Ich <b>musste</b> länger arbeiten.</div>",A2–B1,M05 02 Perfekt & Präteritum,grammar tenses past A2 B1
Практика 13: складіть речення за правилом «Präteritum модальних дієслів».,"<div class=""rule""><b>Модель</b><br>Модальні часто вживаються в Präteritum без умлаута.</div><div class=""example""><b>Правильно:</b><br>Ich <b>musste</b> länger arbeiten.</div>",A2–B1,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
Сильні дієслова в Präteritum?,"<div class=""rule""><b>Сильні дієслова в Präteritum</b><br>У письмі часто вживаються kam, ging, sah, fand, gab.</div><div class=""example""><b>Приклад:</b><br>Er <b>kam</b> spät und <b>ging</b> sofort schlafen.</div>",B1,M05 02 Perfekt & Präteritum,grammar tenses past B1
Практика 14: складіть речення за правилом «Сильні дієслова в Präteritum».,"<div class=""rule""><b>Модель</b><br>У письмі часто вживаються kam, ging, sah, fand, gab.</div><div class=""example""><b>Правильно:</b><br>Er <b>kam</b> spät und <b>ging</b> sofort schlafen.</div>",B1,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
Perfekt vs Präteritum?,"<div class=""rule""><b>Perfekt vs Präteritum</b><br>У розмові переважає Perfekt, але sein, haben і модальні часто стоять у Präteritum.</div><div class=""example""><b>Приклад:</b><br>Ich <b>habe gearbeitet</b>, aber ich <b>war</b> müde.</div>",B1,M05 02 Perfekt & Präteritum,grammar tenses past B1
Практика 15: складіть речення за правилом «Perfekt vs Präteritum».,"<div class=""rule""><b>Модель</b><br>У розмові переважає Perfekt, але sein, haben і модальні часто стоять у Präteritum.</div><div class=""example""><b>Правильно:</b><br>Ich <b>habe gearbeitet</b>, aber ich <b>war</b> müde.</div>",B1,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
Plusquamperfekt?,"<div class=""rule""><b>Plusquamperfekt</b><br>Hatte/war у Präteritum + Partizip II описує ранішу минулу дію.</div><div class=""example""><b>Приклад:</b><br>Nachdem ich <b>gegessen hatte</b>, ging ich spazieren.</div>",B1–B2,M05 02 Perfekt & Präteritum,grammar tenses past B1 B2
Практика 16: складіть речення за правилом «Plusquamperfekt».,"<div class=""rule""><b>Модель</b><br>Hatte/war у Präteritum + Partizip II описує ранішу минулу дію.</div><div class=""example""><b>Правильно:</b><br>Nachdem ich <b>gegessen hatte</b>, ging ich spazieren.</div>",B1–B2,M05 02 Perfekt & Präteritum,grammar tenses past retrieval
