Front,Back,Level,Topic,Tags
Практика 7: складіть речення за правилом «sich kümmern um».,"<div class=""rule""><b>Модель</b><br>Керує Akkusativ.</div><div class=""example""><b>Правильно:</b><br>Sie <b>kümmert sich um die Kinder</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
sich treffen mit?,"<div class=""rule""><b>sich treffen mit</b><br>Mit + Dativ позначає партнера зустрічі.</div><div class=""example""><b>Приклад:</b><br>Ich <b>treffe mich mit einer Kollegin</b>.</div>",A2,M08 02 Reflexive Pronouns,grammar pronouns reflexive A2
Практика 8: складіть речення за правилом «sich treffen mit».,"<div class=""rule""><b>Модель</b><br>Mit + Dativ позначає партнера зустрічі.</div><div class=""example""><b>Правильно:</b><br>Ich <b>treffe mich mit einer Kollegin</b>.</div>",A2,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
sich entscheiden für?,"<div class=""rule""><b>sich entscheiden für</b><br>Керує Akkusativ.</div><div class=""example""><b>Приклад:</b><br>Wir <b>entscheiden uns für den Zug</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive B1
Практика 9: складіть речення за правилом «sich entscheiden für».,"<div class=""rule""><b>Модель</b><br>Керує Akkusativ.</div><div class=""example""><b>Правильно:</b><br>Wir <b>entscheiden uns für den Zug</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
sich beschäftigen mit?,"<div class=""rule""><b>sich beschäftigen mit</b><br>Керує Dativ.</div><div class=""example""><b>Приклад:</b><br>Der Kurs <b>beschäftigt sich mit Grammatik</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive B1
Практика 10: складіть речення за правилом «sich beschäftigen mit».,"<div class=""rule""><b>Модель</b><br>Керує Dativ.</div><div class=""example""><b>Правильно:</b><br>Der Kurs <b>beschäftigt sich mit Grammatik</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
Взаємне sich?,"<div class=""rule""><b>Взаємне sich</b><br>У plural sich може означати «одне одного».</div><div class=""example""><b>Приклад:</b><br>Sie <b>treffen sich</b> jeden Freitag.</div>",A2,M08 02 Reflexive Pronouns,grammar pronouns reflexive A2
Практика 11: складіть речення за правилом «Взаємне sich».,"<div class=""rule""><b>Модель</b><br>У plural sich може означати «одне одного».</div><div class=""example""><b>Правильно:</b><br>Sie <b>treffen sich</b> jeden Freitag.</div>",A2,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
Reflexive у Perfekt?,"<div class=""rule""><b>Reflexive у Perfekt</b><br>Допоміжне haben; займенник лишається окремо.</div><div class=""example""><b>Приклад:</b><br>Ich <b>habe mich beeilt</b>.</div>",A2,M08 02 Reflexive Pronouns,grammar pronouns reflexive A2
Практика 12: складіть речення за правилом «Reflexive у Perfekt».,"<div class=""rule""><b>Модель</b><br>Допоміжне haben; займенник лишається окремо.</div><div class=""example""><b>Правильно:</b><br>Ich <b>habe mich beeilt</b>.</div>",A2,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
Reflexive в Nebensatz?,"<div class=""rule""><b>Reflexive в Nebensatz</b><br>Займенник стоїть у Mittelfeld, дієслово — в кінці.</div><div class=""example""><b>Приклад:</b><br>..., weil ich <b>mich dafür interessiere</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive B1
Практика 13: складіть речення за правилом «Reflexive в Nebensatz».,"<div class=""rule""><b>Модель</b><br>Займенник стоїть у Mittelfeld, дієслово — в кінці.</div><div class=""example""><b>Правильно:</b><br>..., weil ich <b>mich dafür interessiere</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
sich vorstellen: два значення?,"<div class=""rule""><b>sich vorstellen: два значення</b><br>Akkusativ — представитися; Dativ + Akkusativ — уявити.</div><div class=""example""><b>Приклад:</b><br>Ich <b>stelle mich vor</b>. / Ich <b>stelle mir das vor</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive B1
Практика 14: складіть речення за правилом «sich vorstellen: два значення».,"<div class=""rule""><b>Модель</b><br>Akkusativ — представитися; Dativ + Akkusativ — уявити.</div><div class=""example""><b>Правильно:</b><br>Ich <b>stelle mich vor</b>. / Ich <b>stelle mir das vor</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
sich etwas merken?,"<div class=""rule""><b>sich etwas merken</b><br>Dativ-займенник + Akkusativ-об'єкт.</div><div class=""example""><b>Приклад:</b><br>Ich <b>merke mir die Nummer</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive B1
Практика 15: складіть речення за правилом «sich etwas merken».,"<div class=""rule""><b>Модель</b><br>Dativ-займенник + Akkusativ-об'єкт.</div><div class=""example""><b>Правильно:</b><br>Ich <b>merke mir die Nummer</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
sich Zeit nehmen?,"<div class=""rule""><b>sich Zeit nehmen</b><br>Стійка конструкція з Dativ-займенником.</div><div class=""example""><b>Приклад:</b><br>Nimm <b>dir Zeit</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive B1
Практика 16: складіть речення за правилом «sich Zeit nehmen».,"<div class=""rule""><b>Модель</b><br>Стійка конструкція з Dativ-займенником.</div><div class=""example""><b>Правильно:</b><br>Nimm <b>dir Zeit</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
sich ändern vs etwas ändern?,"<div class=""rule""><b>sich ändern vs etwas ändern</b><br>Reflexive — змінюватися; transitive — змінювати щось.</div><div class=""example""><b>Приклад:</b><br>Der Plan <b>ändert sich</b>. Wir <b>ändern den Plan</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive B1
Практика 17: складіть речення за правилом «sich ändern vs etwas ändern».,"<div class=""rule""><b>Модель</b><br>Reflexive — змінюватися; transitive — змінювати щось.</div><div class=""example""><b>Правильно:</b><br>Der Plan <b>ändert sich</b>. Wir <b>ändern den Plan</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
sich fühlen?,"<div class=""rule""><b>sich fühlen</b><br>Reflexive дієслово стану.</div><div class=""example""><b>Приклад:</b><br>Ich <b>fühle mich heute besser</b>.</div>",A2,M08 02 Reflexive Pronouns,grammar pronouns reflexive A2
Практика 18: складіть речення за правилом «sich fühlen».,"<div class=""rule""><b>Модель</b><br>Reflexive дієслово стану.</div><div class=""example""><b>Правильно:</b><br>Ich <b>fühle mich heute besser</b>.</div>",A2,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
sich bewerben um?,"<div class=""rule""><b>sich bewerben um</b><br>Керує Akkusativ для посади.</div><div class=""example""><b>Приклад:</b><br>Sie <b>bewirbt sich um eine Stelle</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive B1
Практика 19: складіть речення за правилом «sich bewerben um».,"<div class=""rule""><b>Модель</b><br>Керує Akkusativ для посади.</div><div class=""example""><b>Правильно:</b><br>Sie <b>bewirbt sich um eine Stelle</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
sich bedanken bei/für?,"<div class=""rule""><b>sich bedanken bei/für</b><br>Bei + Dativ — особа; für + Akkusativ — причина.</div><div class=""example""><b>Приклад:</b><br>Ich <b>bedanke mich bei dir für die Hilfe</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive B1
Практика 20: складіть речення за правилом «sich bedanken bei/für».,"<div class=""rule""><b>Модель</b><br>Bei + Dativ — особа; für + Akkusativ — причина.</div><div class=""example""><b>Правильно:</b><br>Ich <b>bedanke mich bei dir für die Hilfe</b>.</div>",B1,M08 02 Reflexive Pronouns,grammar pronouns reflexive retrieval
