Front,Back,Level,Topic,Tags
Практика 9: складіть речення за правилом «gefallen / gehören + Dativ».,"<div class=""rule""><b>Модель</b><br>gefallen / gehören + Dativ.</div><div class=""example""><b>Правильно:</b><br>Das Buch <b>gefällt mir</b> und <b>gehört mir</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes retrieval
warten auf + Akkusativ?,"<div class=""rule""><b>warten auf + Akkusativ</b><br>warten auf + Akkusativ.</div><div class=""example""><b>Приклад:</b><br>Wir <b>warten auf den Bus</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes A2
Практика 10: складіть речення за правилом «warten auf + Akkusativ».,"<div class=""rule""><b>Модель</b><br>warten auf + Akkusativ.</div><div class=""example""><b>Правильно:</b><br>Wir <b>warten auf den Bus</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes retrieval
denken / sich erinnern an + Akkusativ?,"<div class=""rule""><b>denken / sich erinnern an + Akkusativ</b><br>denken / sich erinnern an + Akkusativ.</div><div class=""example""><b>Приклад:</b><br>Ich <b>denke an dich</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes A2
Практика 11: складіть речення за правилом «denken / sich erinnern an + Akkusativ».,"<div class=""rule""><b>Модель</b><br>denken / sich erinnern an + Akkusativ.</div><div class=""example""><b>Правильно:</b><br>Ich <b>denke an dich</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes retrieval
sich interessieren für + Akkusativ?,"<div class=""rule""><b>sich interessieren für + Akkusativ</b><br>sich interessieren für + Akkusativ.</div><div class=""example""><b>Приклад:</b><br>Sie <b>interessiert sich für Musik</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes A2
Практика 12: складіть речення за правилом «sich interessieren für + Akkusativ».,"<div class=""rule""><b>Модель</b><br>sich interessieren für + Akkusativ.</div><div class=""example""><b>Правильно:</b><br>Sie <b>interessiert sich für Musik</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes retrieval
teilnehmen an + Dativ?,"<div class=""rule""><b>teilnehmen an + Dativ</b><br>teilnehmen an + Dativ.</div><div class=""example""><b>Приклад:</b><br>Er <b>nimmt am Kurs teil</b>.</div>",B1,M18 01 Typical Mistakes,grammar typical mistakes B1
Практика 13: складіть речення за правилом «teilnehmen an + Dativ».,"<div class=""rule""><b>Модель</b><br>teilnehmen an + Dativ.</div><div class=""example""><b>Правильно:</b><br>Er <b>nimmt am Kurs teil</b>.</div>",B1,M18 01 Typical Mistakes,grammar typical mistakes retrieval
sprechen mit / über?,"<div class=""rule""><b>sprechen mit / über</b><br>sprechen mit / über.</div><div class=""example""><b>Приклад:</b><br>Ich spreche <b>mit ihr über das Problem</b>.</div>",A2–B1,M18 01 Typical Mistakes,grammar typical mistakes A2 B1
Практика 14: складіть речення за правилом «sprechen mit / über».,"<div class=""rule""><b>Модель</b><br>sprechen mit / über.</div><div class=""example""><b>Правильно:</b><br>Ich spreche <b>mit ihr über das Problem</b>.</div>",A2–B1,M18 01 Typical Mistakes,grammar typical mistakes retrieval
abhängen von + Dativ?,"<div class=""rule""><b>abhängen von + Dativ</b><br>abhängen von + Dativ.</div><div class=""example""><b>Приклад:</b><br>Das <b>hängt vom Wetter ab</b>.</div>",B1,M18 01 Typical Mistakes,grammar typical mistakes B1
Практика 15: складіть речення за правилом «abhängen von + Dativ».,"<div class=""rule""><b>Модель</b><br>abhängen von + Dativ.</div><div class=""example""><b>Правильно:</b><br>Das <b>hängt vom Wetter ab</b>.</div>",B1,M18 01 Typical Mistakes,grammar typical mistakes retrieval
Angst haben vor + Dativ?,"<div class=""rule""><b>Angst haben vor + Dativ</b><br>Angst haben vor + Dativ.</div><div class=""example""><b>Приклад:</b><br>Das Kind <b>hat Angst vor dem Hund</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes A2
Практика 16: складіть речення за правилом «Angst haben vor + Dativ».,"<div class=""rule""><b>Модель</b><br>Angst haben vor + Dativ.</div><div class=""example""><b>Правильно:</b><br>Das Kind <b>hat Angst vor dem Hund</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes retrieval
sich freuen auf vs über?,"<div class=""rule""><b>sich freuen auf vs über</b><br>sich freuen auf vs über.</div><div class=""example""><b>Приклад:</b><br>Ich freue mich <b>auf den Urlaub</b> und <b>über die Nachricht</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes A2
Практика 17: складіть речення за правилом «sich freuen auf vs über».,"<div class=""rule""><b>Модель</b><br>sich freuen auf vs über.</div><div class=""example""><b>Правильно:</b><br>Ich freue mich <b>auf den Urlaub</b> und <b>über die Nachricht</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes retrieval
werden vs sein?,"<div class=""rule""><b>werden vs sein</b><br>werden vs sein.</div><div class=""example""><b>Приклад:</b><br>Er <b>wird müde</b>; jetzt <b>ist er müde</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes A2
Практика 18: складіть речення за правилом «werden vs sein».,"<div class=""rule""><b>Модель</b><br>werden vs sein.</div><div class=""example""><b>Правильно:</b><br>Er <b>wird müde</b>; jetzt <b>ist er müde</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes retrieval
denn vs weil?,"<div class=""rule""><b>denn vs weil</b><br>denn vs weil.</div><div class=""example""><b>Приклад:</b><br>..., <b>denn ich bin müde</b>; ..., <b>weil ich müde bin</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes A2
Практика 19: складіть речення за правилом «denn vs weil».,"<div class=""rule""><b>Модель</b><br>denn vs weil.</div><div class=""example""><b>Правильно:</b><br>..., <b>denn ich bin müde</b>; ..., <b>weil ich müde bin</b>.</div>",A2,M18 01 Typical Mistakes,grammar typical mistakes retrieval
obwohl vs trotzdem?,"<div class=""rule""><b>obwohl vs trotzdem</b><br>obwohl vs trotzdem.</div><div class=""example""><b>Приклад:</b><br><b>Obwohl es regnet</b>, gehen wir; es regnet, <b>trotzdem gehen wir</b>.</div>",B1,M18 01 Typical Mistakes,grammar typical mistakes B1
Практика 20: складіть речення за правилом «obwohl vs trotzdem».,"<div class=""rule""><b>Модель</b><br>obwohl vs trotzdem.</div><div class=""example""><b>Правильно:</b><br><b>Obwohl es regnet</b>, gehen wir; es regnet, <b>trotzdem gehen wir</b>.</div>",B1,M18 01 Typical Mistakes,grammar typical mistakes retrieval
