Front,Back,Level,Topic,Tags
Possessiv: unser/euer?,"<div class=""rule""><b>Possessiv: unser/euer</b><br>Перед закінченням euer часто втрачає друге e.</div><div class=""example""><b>Приклад:</b><br>unsere Wohnung; <b>eure</b> Freunde</div>",A2,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive A2
Практика 12: складіть речення за правилом «Possessiv: unser/euer».,"<div class=""rule""><b>Модель</b><br>Перед закінченням euer часто втрачає друге e.</div><div class=""example""><b>Правильно:</b><br>unsere Wohnung; <b>eure</b> Freunde</div>",A2,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive retrieval
Possessiv: Ihr?,"<div class=""rule""><b>Possessiv: Ihr</b><br>Ввічливе «Ваш» пишеться з великої літери.</div><div class=""example""><b>Приклад:</b><br>Ist das <b>Ihr</b> Pass?</div>",A1,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive A1
Практика 13: складіть речення за правилом «Possessiv: Ihr».,"<div class=""rule""><b>Модель</b><br>Ввічливе «Ваш» пишеться з великої літери.</div><div class=""example""><b>Правильно:</b><br>Ist das <b>Ihr</b> Pass?</div>",A1,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive retrieval
Possessiv у Dativ?,"<div class=""rule""><b>Possessiv у Dativ</b><br>Possessiv відмінюється як ein-слово.</div><div class=""example""><b>Приклад:</b><br>Ich spreche mit <b>meinem</b> Chef.</div>",A2,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive A2
Практика 14: складіть речення за правилом «Possessiv у Dativ».,"<div class=""rule""><b>Модель</b><br>Possessiv відмінюється як ein-слово.</div><div class=""example""><b>Правильно:</b><br>Ich spreche mit <b>meinem</b> Chef.</div>",A2,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive retrieval
Possessiv у Akkusativ masculine?,"<div class=""rule""><b>Possessiv у Akkusativ masculine</b><br>Закінчення -en.</div><div class=""example""><b>Приклад:</b><br>Sie besucht <b>ihren</b> Vater.</div>",A2,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive A2
Практика 15: складіть речення за правилом «Possessiv у Akkusativ masculine».,"<div class=""rule""><b>Модель</b><br>Закінчення -en.</div><div class=""example""><b>Правильно:</b><br>Sie besucht <b>ihren</b> Vater.</div>",A2,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive retrieval
man?,"<div class=""rule""><b>man</b><br>Неозначений підмет; дієслово в третій особі однини.</div><div class=""example""><b>Приклад:</b><br>Hier <b>spricht man</b> Deutsch.</div>",A2,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive A2
Практика 16: складіть речення за правилом «man».,"<div class=""rule""><b>Модель</b><br>Неозначений підмет; дієслово в третій особі однини.</div><div class=""example""><b>Правильно:</b><br>Hier <b>spricht man</b> Deutsch.</div>",A2,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive retrieval
jemand / niemand?,"<div class=""rule""><b>jemand / niemand</b><br>У Dativ/Akkusativ можливі форми jemandem/jemanden.</div><div class=""example""><b>Приклад:</b><br>Ich habe <b>niemanden</b> gesehen.</div>",B1,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive B1
Практика 17: складіть речення за правилом «jemand / niemand».,"<div class=""rule""><b>Модель</b><br>У Dativ/Akkusativ можливі форми jemandem/jemanden.</div><div class=""example""><b>Правильно:</b><br>Ich habe <b>niemanden</b> gesehen.</div>",B1,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive retrieval
etwas / nichts?,"<div class=""rule""><b>etwas / nichts</b><br>Незмінні займенники для речей або понять.</div><div class=""example""><b>Приклад:</b><br>Möchtest du <b>etwas</b> essen?</div>",A1–A2,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive A1 A2
Практика 18: складіть речення за правилом «etwas / nichts».,"<div class=""rule""><b>Модель</b><br>Незмінні займенники для речей або понять.</div><div class=""example""><b>Правильно:</b><br>Möchtest du <b>etwas</b> essen?</div>",A1–A2,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive retrieval
alle / einige / viele / wenige?,"<div class=""rule""><b>alle / einige / viele / wenige</b><br>Позначають кількість і відмінюються в plural.</div><div class=""example""><b>Приклад:</b><br>Ich kenne <b>einige</b> Teilnehmer.</div>",A2–B1,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive A2 B1
Практика 19: складіть речення за правилом «alle / einige / viele / wenige».,"<div class=""rule""><b>Модель</b><br>Позначають кількість і відмінюються в plural.</div><div class=""example""><b>Правильно:</b><br>Ich kenne <b>einige</b> Teilnehmer.</div>",A2–B1,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive retrieval
jeder / dieser / welcher?,"<div class=""rule""><b>jeder / dieser / welcher</b><br>Відмінюються подібно до definite article.</div><div class=""example""><b>Приклад:</b><br>Mit <b>welchem</b> Bus fährst du?</div>",A2–B1,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive A2 B1
Практика 20: складіть речення за правилом «jeder / dieser / welcher».,"<div class=""rule""><b>Модель</b><br>Відмінюються подібно до definite article.</div><div class=""example""><b>Правильно:</b><br>Mit <b>welchem</b> Bus fährst du?</div>",A2–B1,M08 01 Personal & Possessive Pronouns,grammar pronouns possessive retrieval
