Front,Back,Level,Topic,Tags
Практика 6: складіть речення за правилом «nie / niemals».,"<div class=""rule""><b>Модель</b><br>nie / niemals.</div><div class=""example""><b>Правильно:</b><br>Ich rauche <b>nie</b>.</div>",A2,M15 01 Negation,grammar negation retrieval
noch nicht?,"<div class=""rule""><b>noch nicht</b><br>noch nicht.</div><div class=""example""><b>Приклад:</b><br>Der Zug ist <b>noch nicht</b> da.</div>",A2,M15 01 Negation,grammar negation A2
Практика 7: складіть речення за правилом «noch nicht».,"<div class=""rule""><b>Модель</b><br>noch nicht.</div><div class=""example""><b>Правильно:</b><br>Der Zug ist <b>noch nicht</b> da.</div>",A2,M15 01 Negation,grammar negation retrieval
nicht mehr?,"<div class=""rule""><b>nicht mehr</b><br>nicht mehr.</div><div class=""example""><b>Приклад:</b><br>Ich wohne <b>nicht mehr</b> in Bonn.</div>",A2,M15 01 Negation,grammar negation A2
Практика 8: складіть речення за правилом «nicht mehr».,"<div class=""rule""><b>Модель</b><br>nicht mehr.</div><div class=""example""><b>Правильно:</b><br>Ich wohne <b>nicht mehr</b> in Bonn.</div>",A2,M15 01 Negation,grammar negation retrieval
kein ... mehr?,"<div class=""rule""><b>kein ... mehr</b><br>kein ... mehr.</div><div class=""example""><b>Приклад:</b><br>Wir haben <b>keine Milch mehr</b>.</div>",A2,M15 01 Negation,grammar negation A2
Практика 9: складіть речення за правилом «kein ... mehr».,"<div class=""rule""><b>Модель</b><br>kein ... mehr.</div><div class=""example""><b>Правильно:</b><br>Wir haben <b>keine Milch mehr</b>.</div>",A2,M15 01 Negation,grammar negation retrieval
weder ... noch без nicht?,"<div class=""rule""><b>weder ... noch без nicht</b><br>weder ... noch без nicht.</div><div class=""example""><b>Приклад:</b><br>Sie trinkt <b>weder Kaffee noch Tee</b>.</div>",B1,M15 01 Negation,grammar negation B1
Практика 10: складіть речення за правилом «weder ... noch без nicht».,"<div class=""rule""><b>Модель</b><br>weder ... noch без nicht.</div><div class=""example""><b>Правильно:</b><br>Sie trinkt <b>weder Kaffee noch Tee</b>.</div>",B1,M15 01 Negation,grammar negation retrieval
Заперечення цілого речення?,"<div class=""rule""><b>Заперечення цілого речення</b><br>Заперечення цілого речення.</div><div class=""example""><b>Приклад:</b><br>Er hat den Bericht <b>nicht geschrieben</b>.</div>",A2,M15 01 Negation,grammar negation A2
Практика 11: складіть речення за правилом «Заперечення цілого речення».,"<div class=""rule""><b>Модель</b><br>Заперечення цілого речення.</div><div class=""example""><b>Правильно:</b><br>Er hat den Bericht <b>nicht geschrieben</b>.</div>",A2,M15 01 Negation,grammar negation retrieval
Заперечення означеного об'єкта?,"<div class=""rule""><b>Заперечення означеного об&#x27;єкта</b><br>Заперечення означеного об'єкта.</div><div class=""example""><b>Приклад:</b><br>Ich trinke <b>den Kaffee nicht</b>.</div>",A2,M15 01 Negation,grammar negation A2
Практика 12: складіть речення за правилом «Заперечення означеного об'єкта».,"<div class=""rule""><b>Модель</b><br>Заперечення означеного об'єкта.</div><div class=""example""><b>Правильно:</b><br>Ich trinke <b>den Kaffee nicht</b>.</div>",A2,M15 01 Negation,grammar negation retrieval
