Front,Back,Level,Topic,Tags
Який відмінок вимагає дієслово <b>hören</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>чути</div><div class=""example""><b>Приклад:</b><br>Ich höre <b>die Musik</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Який відмінок вимагає дієслово <b>kennen</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>знати / бути знайомим</div><div class=""example""><b>Приклад:</b><br>Ich kenne <b>den Mann</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Який відмінок вимагає дієслово <b>finden</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>знаходити / вважати</div><div class=""example""><b>Приклад:</b><br>Ich finde <b>den Schlüssel</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Який відмінок вимагає дієслово <b>kaufen</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>купувати</div><div class=""example""><b>Приклад:</b><br>Sie kauft <b>einen Computer</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Який відмінок вимагає дієслово <b>nehmen</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>брати</div><div class=""example""><b>Приклад:</b><br>Er nimmt <b>den Zug</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Який відмінок вимагає дієслово <b>besuchen</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>відвідувати</div><div class=""example""><b>Приклад:</b><br>Wir besuchen <b>unsere Freunde</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Який відмінок вимагає дієслово <b>fragen</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>питати когось</div><div class=""example""><b>Приклад:</b><br>Ich frage <b>den Lehrer</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Який відмінок вимагає дієслово <b>lieben</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>любити</div><div class=""example""><b>Приклад:</b><br>Sie liebt <b>ihren Hund</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Який відмінок вимагає дієслово <b>essen</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>їсти</div><div class=""example""><b>Приклад:</b><br>Er isst <b>einen Apfel</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Який відмінок вимагає дієслово <b>trinken</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>пити</div><div class=""example""><b>Приклад:</b><br>Ich trinke <b>einen Tee</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Який відмінок вимагає дієслово <b>suchen</b> для прямого об'єкта?,"<div class=""rule""><b>Akkusativ</b><br>шукати</div><div class=""example""><b>Приклад:</b><br>Sie sucht <b>ihren Schlüssel</b>.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ verb
Ich sehe ___ Mann. (der),"<div class=""rule""><b>Відповідь</b><br><b>den Mann</b></div><div class=""example""><b>Приклад:</b><br>sehen → Akkusativ.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ exercise
Wir brauchen ___ Termin. (ein),"<div class=""rule""><b>Відповідь</b><br><b>einen Termin</b></div><div class=""example""><b>Приклад:</b><br>Termin = der → einen.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ exercise
Er hat ___ Hund. (ein),"<div class=""rule""><b>Відповідь</b><br><b>einen Hund</b></div><div class=""example""><b>Приклад:</b><br>Hund = der → einen.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ exercise
Sie kauft ___ Tasche. (eine),"<div class=""rule""><b>Відповідь</b><br><b>eine Tasche</b></div><div class=""example""><b>Приклад:</b><br>Жіночий рід у Akkusativ не змінюється.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ exercise
Ich lese ___ Buch. (das),"<div class=""rule""><b>Відповідь</b><br><b>das Buch</b></div><div class=""example""><b>Приклад:</b><br>Середній рід не змінюється.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ exercise
Wir sehen ___ Kinder. (die),"<div class=""rule""><b>Відповідь</b><br><b>die Kinder</b></div><div class=""example""><b>Приклад:</b><br>Множина не змінюється.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ exercise
Ich trinke ___ Kaffee. (kein),"<div class=""rule""><b>Відповідь</b><br><b>keinen Kaffee</b></div><div class=""example""><b>Приклад:</b><br>Kaffee = der → keinen.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ exercise
Sie sucht ___ Schlüssel. (ihr),"<div class=""rule""><b>Відповідь</b><br><b>ihren Schlüssel</b></div><div class=""example""><b>Приклад:</b><br>Schlüssel = der → ihren.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ exercise
Ich kenne ___. (er),"<div class=""rule""><b>Відповідь</b><br><b>ihn</b></div><div class=""example""><b>Приклад:</b><br>er → ihn.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ exercise
Er sieht ___. (ich),"<div class=""rule""><b>Відповідь</b><br><b>mich</b></div><div class=""example""><b>Приклад:</b><br>ich → mich.</div>",A1–A2,02 Akkusativ,grammar cases akkusativ exercise
